Data013Freq Data013Chan2
0 0.00025316203
0.76293945 0.0001273629
1.5258789 1.4129568e-05
1.52587890625 4.8153313e-05
2.28881835 1.1117359e-05
3.0517578 9.7614193e-06
3.0517578125 1.095824e-05
3.81469725 8.7952576e-06
4.577636699999999 8.4356789e-06
4.57763671875 9.0235144e-06
5.34057615 8.3707173e-06
6.1035156 8.4537696e-06
6.103515625 8.4722942e-06
6.86645505 8.6201853e-06
7.6293945 8.3537079e-06
7.62939453125 8.5327774e-06
8.392333949999999 8.8565912e-06
9.155273399999999 9.0050971e-06
9.1552734375 9.1496504e-06
9.91821285 8.9835603e-06
10.6811523 9.1665579e-06
10.68115234375 9.5657742e-06
11.44409175 9.5221394e-06
12.2070312 9.7005541e-06
12.20703125 1.0143921e-05
12.96997065 9.9743047e-06
13.7329101 1.0505764e-05
13.73291015625 1.0322238e-05
14.49584955 1.0272374e-05
15.258789 9.9741428e-06
15.2587890625 1.0543043e-05
16.02172845 1.0634893e-05
16.7846679 1.0839769e-05
16.78466796875 1.0741882e-05
17.54760735 1.0719736e-05
18.3105468 1.1112531e-05
18.310546875 1.0771831e-05
19.07348625 1.1228929e-05
19.8364257 1.1212725e-05
19.83642578125 1.0662736e-05
20.59936515 1.1179043e-05
21.3623046 1.0814667e-05
21.3623046875 1.0862167e-05
22.12524405 1.1332341e-05
22.8881835 1.1368911e-05
22.88818359375 1.1371225e-05
23.65112295 1.1191786e-05
24.4140624 1.0985733e-05
24.4140625 1.1610915e-05
25.17700185 1.1423029e-05
25.9399413 1.1736971e-05
25.93994140625 1.1693251e-05
26.70288075 1.1584947e-05
27.4658202 1.1674648e-05
27.4658203125 1.1528579e-05
28.22875965 1.1900803e-05
28.9916991 1.1569735e-05
28.99169921875 1.1573122e-05
29.75463855 1.110175e-05
30.517578 1.1209934e-05
30.517578125 1.1661545e-05
31.28051745 1.1233155e-05
32.0434569 1.1267663e-05
32.04345703125 1.189331e-05
32.80639635 1.1769926e-05
33.5693358 1.1837996e-05
33.5693359375 1.1684283e-05
34.33227525 1.1303077e-05
35.0952147 1.1438517e-05
35.09521484375 1.1755157e-05
35.85815415 1.1716956e-05
36.62109359999999 1.1474403e-05
36.62109375 1.1829894e-05
37.38403305 1.1643888e-05
38.1469725 1.1471691e-05
38.14697265625 1.1486724e-05
38.90991195 1.1679577e-05
39.6728514 1.1660902e-05
39.6728515625 1.155979e-05
40.43579085 1.174023e-05
41.1987303 1.197552e-05
41.19873046875 1.2054965e-05
41.96166975 1.1812955e-05
42.7246092 1.1960075e-05
42.724609375 1.1893832e-05
43.48754865 1.1857863e-05
44.2504881 1.182366e-05
44.25048828125 1.2825269e-05
45.01342755 1.2068378e-05
45.776367 1.2359073e-05
45.7763671875 1.7486214e-05
46.53930645 1.3114208e-05
47.3022459 1.8156699e-05
47.30224609375 6.895508e-05
48.06518535 4.3523214e-05
48.8281248 0.00028547514
48.828125 0.00080331444
49.59106425 0.0014657575
50.3540037 0.0014960716
50.35400390625 0.0011529862
51.11694315 0.00031400588
51.87988259999999 4.4768152e-05
51.8798828125 0.00039781127
52.64282205 1.8315002e-05
53.4057615 1.3317221e-05
53.40576171875 3.0474805e-05
