Data006Freq Data006Mag
0 0.325068
0.76293945 0.35285702
1.5258789 24.782475
1.52587890625 0.21799466
2.28881835 51.64465
3.0517578 71.886414
3.0517578125 58.377144
3.81469725 92.684166
4.577636699999999 115.47453
4.57763671875 113.84879
5.34057615 134.173
6.1035156 146.99977
6.103515625 134.41153
6.86645505 162.76999
7.6293945 173.62047
7.62939453125 166.78426
8.392333949999999 187.06845
9.155273399999999 196.7182
9.1552734375 184.35802
9.91821285 202.72755
10.6811523 206.36259
10.68115234375 206.40128
11.44409175 216.88478
12.2070312 223.48828
12.20703125 225.48874
12.96997065 231.75031
13.7329101 240.74722
13.73291015625 228.49158
14.49584955 241.28342
15.258789 243.18835
15.2587890625 239.03143
16.02172845 245.12012
16.7846679 253.95786
16.78466796875 254.44035
17.54760735 260.38052
18.3105468 262.01105
18.310546875 256.07208
19.07348625 264.1055
19.8364257 264.50699
19.83642578125 259.06302
20.59936515 263.76984
21.3623046 268.02167
21.3623046875 261.68103
22.12524405 269.80484
22.8881835 270.94809
22.88818359375 268.73608
23.65112295 274.54431
24.4140624 274.47177
24.4140625 270.08252
25.17700185 274.81302
25.9399413 276.43835
25.93994140625 270.41907
26.70288075 275.76443
27.4658202 274.88782
27.4658203125 275.61835
28.22875965 278.50641
28.9916991 278.69003
28.99169921875 277.61111
29.75463855 283.23267
30.517578 281.86945
30.517578125 281.79782
31.28051745 277.60287
32.0434569 280.40756
32.04345703125 278.03683
32.80639635 283.77222
33.5693358 278.41602
33.5693359375 282.44531
34.33227525 281.95764
35.0952147 286.17697
35.09521484375 287.0853
35.85815415 287.17288
36.62109359999999 285.03659
36.62109375 283.38397
37.38403305 286.75726
38.1469725 288.57608
38.14697265625 278.20596
38.90991195 289.48291
39.6728514 289.14069
39.6728515625 282.05978
40.43579085 288.99872
41.1987303 286.92712
41.19873046875 288.50525
41.96166975 286.38541
42.7246092 284.95587
42.724609375 290.5556
43.48754865 286.88904
44.2504881 289.27719
44.25048828125 287.94659
45.01342755 291.82468
45.776367 288.29239
45.7763671875 292.01083
46.53930645 288.10901
47.3022459 293.88718
47.30224609375 295.02689
48.06518535 295.18256
48.8281248 293.18069
48.828125 288.67413
49.59106425 297.48257
50.3540037 292.52081
50.35400390625 288.74191
51.11694315 290.87567
51.87988259999999 293.80487
51.8798828125 295.64764
52.64282205 296.5405
53.4057615 295.06439
53.40576171875 293.34146
54.16870094999999 292.77206
54.9316404 293.4668
54.931640625 296.20575
55.69457985 295.44595
56.45751929999999 294.61316
56.45751953125 286.62747
57.22045875 297.62549
57.9833982 296.72903
57.9833984375 291.99582
58.74633764999999 293.76306
59.5092771 296.83453
59.50927734375 305.08731
60.27221655 299.93198
61.035156 295.4635
61.03515625 294.38736
61.79809545 296.65851
62.5610349 293.44241
62.56103515625 294.79849
63.32397435 297.28372
64.08691379999999 298.36148
64.0869140625 290.37534
64.84985325 294.0639
65.6127927 295.31094
65.61279296875 289.79846
66.37573214999999 295.37665
67.1386716 296.09708
67.138671875 295.51804
67.90161105 299.1322
68.66455049999999 296.11243
68.66455078125 295.66238
69.42748994999999 293.40494
70.1904294 297.93893
70.1904296875 293.37613
70.95336884999999 296.89868
71.71630829999999 294.14218
71.71630859375 294.68463
72.47924775 294.07816
73.24218719999999 295.01675
73.2421875 292.52011
74.00512664999999 296.06146
74.7680661 292.3606
74.76806640625 299.14493
75.53100555 297.53006
76.29394499999999 298.67609
76.2939453125 298.02869
77.05688445 297.35516
77.8198239 295.276
77.81982421875 298.41147
78.58276334999999 297.45193
79.3457028 297.36749
79.345703125 296.00275
80.10864225 300.98575
80.87158169999999 298.77664
80.87158203125 298.91293
81.63452115 296.98267
82.3974606 297.32837
82.3974609375 295.77283
83.16040004999999 297.77063
83.9233395 296.65652
83.92333984375 290.80829
84.68627895 296.86798
85.44921839999999 298.32864
85.44921875 294.34134
86.21215785 299.24033
86.9750973 297.34695
86.97509765625 296.12543
87.73803674999999 299.55234
88.5009762 299.42114
88.5009765625 295.88217
89.26391565 299.09982
90.02685509999999 300.27582
90.02685546875 296.01083
90.78979455 297.98514
91.552734 297.92767
91.552734375 297.81509
92.31567344999999 297.87265
93.0786129 297.43115
93.07861328125 296.90582
93.84155235 297.72641
94.60449179999999 299.89847
94.6044921875 294.79141
95.36743125 299.32904
96.1303707 299.94247
96.13037109375 295.59427
96.89331014999999 297.48041
97.6562496 296.78027
97.65625 298.92886
98.41918905 300.17621
99.18212849999999 299.35001
99.18212890625 297.90298
99.94506794999999 299.202
100.7080074 297.40079
100.7080078125 295.80841
101.47094685 297.19897
102.2338863 299.75006
102.23388671875 295.00488
102.99682575 298.03647
103.7597652 297.58185
103.759765625 295.90067
104.52270465 297.04132
105.2856441 295.5192
105.28564453125 296.20932
106.04858355 296.63147
106.811523 298.96793
106.8115234375 293.94482
107.57446245 294.68164
108.3374019 298.83731
108.33740234375 296.98297
109.10034135 302.24503
109.8632808 301.36209
109.86328125 298.38971
110.62622025 302.03391
111.3891597 301.18362
111.38916015625 296.33832
112.15209915 297.20786
112.9150386 298.50412
112.9150390625 295.79147
113.67797805 300.62244
114.4409175 301.19345
114.44091796875 297.40378
115.20385695 300.09317
115.9667964 299.43506
115.966796875 297.9888
116.72973585 299.26285
117.4926753 298.64215
117.49267578125 300.04651
118.25561475 299.53961
119.0185542 298.63348
119.0185546875 300.26773
119.78149365 300.66635
120.5444331 296.31522
120.54443359375 297.86533
121.30737255 298.57242
122.070312 298.60281
122.0703125 295.62802
122.83325145 295.53525
123.5961909 296.44162
