Data008Freq Data008Mag
0 0.20432653
0.76293945 0.045368515
1.5258789 25.67992
1.52587890625 0.47367975
2.28881835 55.352608
3.0517578 72.326859
3.0517578125 69.338768
3.81469725 93.703377
4.577636699999999 116.91337
4.57763671875 103.65503
5.34057615 134.74617
6.1035156 150.25674
6.103515625 145.32265
6.86645505 164.52133
7.6293945 177.81345
7.62939453125 170.11473
8.392333949999999 183.5121
9.155273399999999 193.36368
9.1552734375 193.75406
9.91821285 204.37294
10.6811523 213.26686
10.68115234375 205.63786
11.44409175 221.98358
12.2070312 222.30576
12.20703125 216.12016
12.96997065 229.53955
13.7329101 239.80499
13.73291015625 227.07283
14.49584955 241.54057
15.258789 243.72404
15.2587890625 242.64433
16.02172845 247.51874
16.7846679 250.29196
16.78466796875 250.18971
17.54760735 252.16841
18.3105468 261.43774
18.310546875 254.8242
19.07348625 261.44006
19.8364257 257.42386
19.83642578125 254.42149
20.59936515 266.40482
21.3623046 272.08844
21.3623046875 258.14749
22.12524405 271.82199
22.8881835 269.17142
22.88818359375 268.36533
23.65112295 268.75412
24.4140624 270.41467
24.4140625 270.95645
25.17700185 273.40311
25.9399413 274.05267
25.93994140625 271.00409
26.70288075 274.09244
27.4658202 274.08539
27.4658203125 274.74817
28.22875965 279.18149
28.9916991 279.68011
28.99169921875 276.27197
29.75463855 277.85941
30.517578 277.44376
30.517578125 277.79865
31.28051745 282.14752
32.0434569 280.88147
32.04345703125 282.1214
32.80639635 284.01007
33.5693358 286.06534
33.5693359375 285.20752
34.33227525 282.62015
35.0952147 283.6835
35.09521484375 282.6507
35.85815415 285.91513
36.62109359999999 286.31924
36.62109375 277.841
37.38403305 284.53528
38.1469725 283.91806
38.14697265625 284.2876
38.90991195 284.92545
39.6728514 288.48505
39.6728515625 290.12527
40.43579085 293.42981
41.1987303 289.65549
41.19873046875 291.47385
41.96166975 288.26791
42.7246092 289.97559
42.724609375 287.23956
43.48754865 290.1633
44.2504881 285.89203
44.25048828125 288.0593
45.01342755 285.07291
45.776367 289.42471
45.7763671875 285.52466
46.53930645 288.80408
47.3022459 290.46881
47.30224609375 287.91238
48.06518535 291.31268
48.8281248 287.44955
48.828125 284.96173
49.59106425 289.14481
50.3540037 286.46378
50.35400390625 283.96072
51.11694315 289.84113
51.87988259999999 290.35025
51.8798828125 285.68967
52.64282205 292.13913
53.4057615 287.61066
53.40576171875 282.73166
54.16870094999999 293.99734
54.9316404 297.33499
54.931640625 287.53421
55.69457985 287.92685
56.45751929999999 286.95486
56.45751953125 287.0239
57.22045875 290.10236
57.9833982 292.29102
57.9833984375 282.0795
58.74633764999999 290.45697
59.5092771 292.27216
59.50927734375 283.10944
60.27221655 296.92432
61.035156 291.29437
61.03515625 281.953
61.79809545 288.36133
62.5610349 286.49954
62.56103515625 282.68164
63.32397435 289.01038
64.08691379999999 292.1752
64.0869140625 288.81799
64.84985325 293.56104
65.6127927 292.7923
65.61279296875 292.80322
66.37573214999999 291.03351
67.1386716 289.2515
67.138671875 290.64215
67.90161105 292.41171
68.66455049999999 289.43799
68.66455078125 286.16428
69.42748994999999 290.43048
70.1904294 290.11673
70.1904296875 288.41809
70.95336884999999 286.74493
71.71630829999999 287.76755
71.71630859375 286.47253
72.47924775 287.77002
73.24218719999999 290.18704
73.2421875 285.00974
74.00512664999999 292.15579
74.7680661 287.64075
74.76806640625 289.36731
75.53100555 285.75906
76.29394499999999 287.58966
76.2939453125 287.52032
77.05688445 284.53748
77.8198239 283.90265
77.81982421875 283.59402
78.58276334999999 288.04233
79.3457028 286.07523
79.345703125 285.87326
80.10864225 284.02881
80.87158169999999 282.3902
80.87158203125 286.87094
81.63452115 282.56427
82.3974606 283.96014
82.3974609375 287.08273
83.16040004999999 286.42822
83.9233395 287.72757
83.92333984375 286.67953
84.68627895 288.00375
85.44921839999999 285.11322
85.44921875 282.52765
86.21215785 283.45728
86.9750973 287.07288
86.97509765625 281.18732
87.73803674999999 286.71671
88.5009762 285.39859
88.5009765625 286.36258
89.26391565 284.16443
90.02685509999999 284.85968
90.02685546875 284.8537
90.78979455 285.51895
91.552734 283.92877
91.552734375 284.60281
92.31567344999999 285.65399
93.0786129 284.32788
93.07861328125 280.64182
93.84155235 281.56857
94.60449179999999 284.91876
94.6044921875 282.62506
95.36743125 286.99973
96.1303707 285.19476
96.13037109375 284.41553
96.89331014999999 285.81235
97.6562496 285.423
97.65625 286.43027
