Data000Freq Data000Mag
0 1.9334041
0.76293945 2.082032
1.5258789 30.182034
1.52587890625 1.4322109
2.28881835 53.203186
3.0517578 72.581665
3.0517578125 63.105412
3.81469725 95.928711
4.577636699999999 115.12007
4.57763671875 101.29744
5.34057615 125.73878
6.1035156 146.11383
6.103515625 136.27988
6.86645505 157.74318
7.6293945 172.85504
7.62939453125 159.8727
8.392333949999999 187.04362
9.155273399999999 198.24263
9.1552734375 180.71381
9.91821285 202.30206
10.6811523 208.44676
10.68115234375 208.33574
11.44409175 216.18095
12.2070312 221.811
12.20703125 226.42599
12.96997065 229.86284
13.7329101 234.13104
13.73291015625 234.78923
14.49584955 238.9615
15.258789 242.19548
15.2587890625 234.41904
16.02172845 242.46338
16.7846679 246.49129
16.78466796875 251.19505
17.54760735 253.93723
18.3105468 253.16304
18.310546875 250.23949
19.07348625 259.86716
19.8364257 265.76422
19.83642578125 253.08961
20.59936515 269.83731
21.3623046 269.57654
21.3623046875 268.07501
22.12524405 269.87869
22.8881835 267.42218
22.88818359375 272.17102
23.65112295 270.24808
24.4140624 278.95209
24.4140625 266.60147
25.17700185 277.40454
25.9399413 276.35764
25.93994140625 270.53012
26.70288075 275.60043
27.4658202 275.21289
27.4658203125 278.28891
28.22875965 282.09314
28.9916991 285.10983
28.99169921875 284.16678
29.75463855 283.75461
30.517578 283.79233
30.517578125 280.21866
31.28051745 286.32611
32.0434569 283.3782
32.04345703125 271.25
32.80639635 283.88565
33.5693358 284.11188
33.5693359375 277.14075
34.33227525 291.56921
35.0952147 283.93494
35.09521484375 284.59534
35.85815415 282.5907
36.62109359999999 285.5325
36.62109375 289.99582
37.38403305 287.41003
38.1469725 291.75266
38.14697265625 290.91156
38.90991195 293.23212
39.6728514 289.95676
39.6728515625 285.0863
40.43579085 289.92645
41.1987303 291.87613
41.19873046875 287.97519
41.96166975 290.14798
42.7246092 289.01715
42.724609375 289.73444
43.48754865 289.61343
44.2504881 292.17081
44.25048828125 287.84009
45.01342755 293.45074
45.776367 298.32312
45.7763671875 286.87891
46.53930645 296.44443
47.3022459 294.66101
47.30224609375 286.25052
48.06518535 292.89957
48.8281248 294.49335
48.828125 287.35034
49.59106425 296.65384
50.3540037 295.59631
50.35400390625 293.70074
51.11694315 294.33035
51.87988259999999 295.70294
51.8798828125 296.45868
52.64282205 294.61752
53.4057615 292.74258
